source_code,target_code,spearman_raw,spearman_residual,mic_approx,mic_candidate,partial_corr,graphical_lasso_edge,bootstrap_active_rate,bootstrap_same_sign_rate,final_stable_edge,source_item_code,source_item_name,source_category_name,target_item_code,target_item_name,target_category_name
102900005115762,102900005115779,0.3419374779,0.2091940264,0.4665772576,False,0.01154201673,True,0.53,0.53,False,102900005115762,苋菜,花叶类,102900005115779,云南生菜,花叶类
102900005115762,102900005115786,0.7045357145,0.2727547206,0.4926243842,False,0.1050730431,True,0.97,0.97,False,102900005115762,苋菜,花叶类,102900005115786,竹叶菜,花叶类
102900005115762,102900005115793,0.4147350194,0.1307723268,0.3250446075,False,0,False,0.24,0,False,102900005115762,苋菜,花叶类,102900005115793,小白菜,花叶类
102900005115762,102900005115823,0.2461624906,0.129902858,0.4134294288,False,0,False,0.14,0,False,102900005115762,苋菜,花叶类,102900005115823,上海青,花叶类
102900005115762,102900005115878,-0.5433510702,-0.06348599873,0.344458584,False,0,False,0.05,0,False,102900005115762,苋菜,花叶类,102900005115878,茼蒿,花叶类
102900005115762,102900005115908,0.1214518108,0.1119897826,0.4311269863,False,0,False,0.06,0,False,102900005115762,苋菜,花叶类,102900005115908,菜心,花叶类
102900005115762,102900005115946,0.3068194888,0.09284889017,0.4099959868,False,0,False,0.04,0,False,102900005115762,苋菜,花叶类,102900005115946,木耳菜,花叶类
102900005115762,102900005115960,0.2397862179,0.1638759812,0.4393106009,False,0.01871736991,True,0.64,0.64,False,102900005115762,苋菜,花叶类,102900005115960,大白菜,花叶类
102900005115762,102900005115984,0.2322707519,0.2107835139,0.3875340879,False,0,False,0.29,0,False,102900005115762,苋菜,花叶类,102900005115984,云南油麦菜,花叶类
102900005115762,102900005116226,-0.1273370599,-0.05162277713,0.4882081645,False,-0,False,0.1,0,False,102900005115762,苋菜,花叶类,102900005116226,青尖椒,辣椒类
102900005115762,102900005116233,0.01608441715,0.1925070474,0.4117297242,False,0,False,0.2,0,False,102900005115762,苋菜,花叶类,102900005116233,红椒(1),辣椒类
102900005115762,102900005116257,0.4035032905,0.1841232438,0.3958944524,False,0.01246054715,True,0.45,0.45,False,102900005115762,苋菜,花叶类,102900005116257,紫茄子(2),茄类
102900005115762,102900005116509,0.416643536,0.06444778375,0.3878669128,False,0,False,0.07,0,False,102900005115762,苋菜,花叶类,102900005116509,青茄子(1),茄类
102900005115762,102900005116530,-0.2354048017,-0.09245725838,0.4025575618,False,-0,False,0.41,0,False,102900005115762,苋菜,花叶类,102900005116530,西峡香菇(1),食用菌
102900005115762,102900005116547,0.2215494785,0.03170906309,0.4034225546,False,-0,False,0,0,False,102900005115762,苋菜,花叶类,102900005116547,金针菇(1),食用菌
102900005115762,102900005116714,-0.074297769,-0.1443960819,0.4351482816,False,-0,False,0.22,0,False,102900005115762,苋菜,花叶类,102900005116714,西兰花,花菜类
102900005115762,102900005116790,0.2630510836,0.05132820785,0.3478979818,False,0,False,0.05,0,False,102900005115762,苋菜,花叶类,102900005116790,黄心菜(1),花叶类
102900005115762,102900005116837,-0.3165304844,-0.1712047344,0.419629758,False,-0.01613111073,True,0.49,0.49,False,102900005115762,苋菜,花叶类,102900005116837,平菇,食用菌
102900005115762,102900005116899,-0.5209924825,0.02801018658,0.3795345519,False,0,False,0.02,0,False,102900005115762,苋菜,花叶类,102900005116899,净藕(1),水生根茎类
102900005115762,102900005116912,0.112996602,0.1195258319,0.3837515853,False,0,False,0.05,0,False,102900005115762,苋菜,花叶类,102900005116912,姬菇(1),食用菌
102900005115762,102900005116943,-0.03078421246,-0.06549500276,0.4033426895,False,-0,False,0.21,0,False,102900005115762,苋菜,花叶类,102900005116943,红杭椒,辣椒类
102900005115762,102900005117209,-0.080688639,-0.08428698037,0.3231722829,False,-0,False,0.15,0,False,102900005115762,苋菜,花叶类,102900005117209,七彩椒(1),辣椒类
102900005115762,102900005118817,-0.0298883676,0.1101388314,0.3958800341,False,-0,False,0.01,0,False,102900005115762,苋菜,花叶类,102900005118817,菠菜,花叶类
102900005115762,102900005118824,0.5603305971,0.06113994574,0.5079581642,False,0,False,0.12,0,False,102900005115762,苋菜,花叶类,102900005118824,高瓜(1),水生根茎类
102900005115762,102900005118831,0.2460067478,0.2443935868,0.3786115655,False,0.04365013571,True,0.66,0.66,False,102900005115762,苋菜,花叶类,102900005118831,娃娃菜,花叶类
102900005115762,102900005119944,0.233947493,0.01081736716,0.3044664548,False,-0,False,0,0,False,102900005115762,苋菜,花叶类,102900005119944,海鲜菇(1),食用菌
102900005115762,102900005119975,0.6530194859,0.4300570901,0.4214870693,False,0.2152216771,True,1,1,False,102900005115762,苋菜,花叶类,102900005119975,红薯尖,花叶类
102900005115762,102900005122654,-0.6493223585,0.2754432808,0.3666660824,False,0.08737343582,True,0.89,0.89,False,102900005115762,苋菜,花叶类,102900005122654,枝江红菜苔,花叶类
102900005115762,102900005123880,-0.05632682003,-0.1226028794,0.3651823819,False,-0,False,0.04,0,False,102900005115762,苋菜,花叶类,102900005123880,灯笼椒(1),辣椒类
102900005115762,102900005125808,0.04379814611,0.137201116,0.3662385872,False,0,False,0.15,0,False,102900005115762,苋菜,花叶类,102900005125808,小米椒,辣椒类
102900005115762,102900005125815,0.2506104965,0.1578408777,0.4123467585,False,0,False,0.09,0,False,102900005115762,苋菜,花叶类,102900005125815,杏鲍菇(1),食用菌
102900005115762,102900011000328,0.4130965663,0.06848056478,0.4033833819,False,0,False,0,0,False,102900005115762,苋菜,花叶类,102900011000328,螺丝椒,辣椒类
102900005115762,102900011001219,-0.0554794412,-0.1403501892,0.336386741,False,-0,False,0.05,0,False,102900005115762,苋菜,花叶类,102900011001219,红灯笼椒(1),辣椒类
102900005115762,102900011001806,0.1390895841,-0.2150255489,0.3634148161,False,-0.06529480184,True,0.77,0.77,False,102900005115762,苋菜,花叶类,102900011001806,姬菇(包),食用菌
102900005115762,102900011008164,0.4655323099,0.30416518,0.3710343345,False,0.1139174866,True,0.97,0.97,False,102900005115762,苋菜,花叶类,102900011008164,奶白菜,花叶类
102900005115762,102900011008522,-0.07365403206,-0.05044972097,0.2894564737,False,-0,False,0.01,0,False,102900005115762,苋菜,花叶类,102900011008522,甜白菜,花叶类
102900005115762,102900011009246,0.08714705407,-0.09082546915,0.3392805519,False,-0,False,0.01,0,False,102900005115762,苋菜,花叶类,102900011009246,鲜木耳(1),食用菌
102900005115762,102900011009970,0.232170831,-0.01541413119,0.4227951553,False,0,False,0,0,False,102900005115762,苋菜,花叶类,102900011009970,青梗散花,花菜类
102900005115762,102900011012994,0.081249015,-0.05377826486,0.3504315351,False,-0.01453561181,True,0.45,0.45,False,102900005115762,苋菜,花叶类,102900011012994,杏鲍菇(袋),食用菌
102900005115762,102900011013274,0.341951927,0.2924035299,0.3986832811,False,0.08364476069,True,0.89,0.89,False,102900005115762,苋菜,花叶类,102900011013274,白玉菇(袋),食用菌
102900005115762,102900011016701,0.1188777915,0.03001141849,0.3490971971,False,0,False,0.07,0,False,102900005115762,苋菜,花叶类,102900011016701,芜湖青椒(1),辣椒类
102900005115762,102900011021842,-0.1632321764,-0.02616677024,0.4490432882,False,0,False,0.03,0,False,102900005115762,苋菜,花叶类,102900011021842,洪湖莲藕(粉藕),水生根茎类
