date,102900005115762,102900005115779,102900005115786,102900005115793,102900005115823,102900005115878,102900005115908,102900005115946,102900005115960,102900005115984,102900005116226,102900005116233,102900005116257,102900005116509,102900005116530,102900005116547,102900005116714,102900005116790,102900005116837,102900005116899,102900005116912,102900005116943,102900005117209,102900005118817,102900005118824,102900005118831,102900005119944,102900005119975,102900005122654,102900005123880,102900005125808,102900005125815,102900011000328,102900011001219,102900011001806,102900011008164,102900011008522,102900011009246,102900011009970,102900011012994,102900011013274,102900011016701,102900011021842,102900011022764,102900051000463,102900051004294,102900051010455
2021-01-30,4.911,12.022,1.587,0,6.495,8.853,7.276,0,70.472,12.206,3.372,8.057,14.604,0.526,0,12.075,48.741,4.556,11.865,29.941,1.588,1.077,0.248,7.334,0,9,1.283,0,80.512,0,2.378,3.581,4.343,0.193,0,0,0,0.543,14.383,3,3,0,6,7.954,0,2.524,3.609
2021-01-31,0,16.788,2.145,0,9.75,13.551,6.68,0,82.136,25.803,4.088,5.742,18.073,2.138,0,9.45,17.22,6.184,9.301,28.81,1.258,0.672,0,13.1,0,10,0.307,0,29.827,0,2.291,3.039,3.38,0,6,0,0,0.751,20.687,4,6,0,9,4.399,0,3.643,8.763
2021-02-01,0.751,9.767,1.087,0,4.69,10.287,4.284,0,43.743,7.932,1.975,3.234,8.039,2.405,0,10.335,13.63,6.446,6.205,26.781,0.35,1.145,0,5.374,0,8,0.665,0,68.083,0,2.148,2.715,4.277,0,2,5.265,0,1.023,11.514,2,4,0,20,2.183,1.037,1.544,3.634
2021-02-02,2.654,4.774,1.932,0,5.023,8.5,3.584,0,92.99,20.202,0.702,5.135,11.345,2.462,0.05,11.197,21.184,6.166,16.757,32.206,0.807,2.357,0,4.12,0,8,1.317,0,21.302,0,0.948,2.771,4.257,0,0,5.101,0,0.573,20.144,5,7,0,9,6.871,3.455,2.329,4.185
2021-02-03,0,6.336,0,0,6.351,9.567,6.863,0,115.415,16.934,1.738,5.628,9.834,0.993,0,6.277,63.618,2.29,9.3,24.454,0.814,1.259,0,7.468,0,5,0.179,0,31.247,0.374,2.573,4.118,2.794,0,2,5.952,0,1.309,20.997,2,4,0,7,3.36,0.751,2.041,1.441
2021-02-04,4.866,13.832,0,0,7.327,7.876,5.026,0,100.063,20.414,2.731,5.455,18.214,2.254,0.239,8.961,48.979,3.876,12.811,33.076,1.184,1.712,0,6.207,0,4,1.201,0,3.962,0,2.687,2.204,7.929,0,3,10.33,0,0,21.004,1,6,0,14,6.833,0.415,2.183,5.163
2021-02-05,1.561,13.264,0,0,3.147,8.677,3.145,0,74.35,11.518,0.753,11.324,10.487,2.829,0.345,12.543,41.029,3.394,10.369,35.416,1.496,2.714,0,8.73,0,8,0,0,20.241,0,4.531,2.78,10.358,0,0,9.477,0,3.02,17.14,0,9,0,12,8.605,2.532,2.638,4.636
2021-02-06,0.579,11.342,0,0,4.459,7.825,4.299,0,97.431,7.893,5.218,19.109,18.57,4.007,0,15.021,47.722,5.822,14.717,39.892,0.788,1.863,0,10.419,0,6,0.572,0,16.682,0,3.412,4.516,7.548,0,1,9.891,0,0.522,27.775,5,10,0,14,8.055,2.246,3.642,8.058
2021-02-07,1.137,9.676,0,0,5.173,6.371,3.32,0,95.764,10.241,3.838,18.038,21.568,2.781,0,15.065,33.692,6.687,22.679,36.685,1.082,3.011,0,7.058,0,7,1.374,0,21.679,0,5.647,3.782,8.544,0,3,3.046,0,0.279,19.99,3,3,0,53,11.208,4.865,6.038,2.067
2021-02-08,0,10.877,0.376,0,6.975,9.547,3.471,0,79.857,13.486,5.285,22.05,30.967,7.345,0,32.752,57.126,0.763,21.356,72.632,1.532,0,0,7.796,0,16,0.959,0,45.105,0,11.002,7.38,27.899,0,0,2.758,0,1.051,65.089,7,23,147.665,50,12.475,0.401,4.967,9.425
2021-02-09,3.878,19.295,2.465,0,22.485,20.706,4.962,0,57.217,23.95,3.747,92.732,83.613,0,0,61.431,56.296,5.964,17.744,77.825,0,18.426,0,11.115,0,25,2.341,0,52.755,0,15.943,4.342,12.37,0,6,4.463,0,1.302,81.299,19,3,219.734,116,4.299,0,17.224,8.021
2021-02-10,3.799,48.202,3.691,0,43.597,43.262,19.137,0,124,50.077,8.395,113.844,109.43,8.658,0,71.463,85.909,0,45.035,147.342,0,15.828,10.524,16.796,0.87,10,2.354,0,67.724,1.151,30.453,42.436,30.512,7.187,5,14.408,0,1.967,81.146,22,16,249.974,131,0.843,0,29.197,7.431
2021-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,1.509,22.607,12.325,0,18.029,0,8.585,0,42.718,41.224,3.344,23.698,28.967,0,0,28.633,0,0,0,0,0,3.39,0.343,10.215,0,16,0,0,41.384,0.601,8.035,3.998,8.663,1.275,0,8.688,0,0.486,22.759,1,12,50.97,50,0,0,3.907,15.654
2021-02-14,0,31.032,0,0,17.99,7.33,8.546,0,30.622,29.167,3.979,29.552,25.06,0,0.485,27.583,10.626,0,14.013,52.733,1.518,4.615,0.101,9.238,0,11,1.101,0,21.108,4.233,11.063,0,11.566,0.553,7,8.346,0,0.844,5.981,4,14,50.27,7,0,0,0.456,4.725
2021-02-15,0,29.963,0,0,22.662,29.518,16.229,0,67.075,53.835,3.873,31.143,39.655,0,0,18.567,19.976,0,9.751,52.821,1.557,2.837,0,15.512,4,9,1.464,0,34.639,1.771,8.775,7.396,17.25,0,7,2.82,0,3.067,21.147,5,18,85.206,10,0,0,0,9.323
2021-02-16,0,44.202,0,0,23.392,7.895,13.246,0,54.7,34.648,7.784,23.259,31.647,0,0,0.401,31.462,0,14.185,67.819,1.492,4.546,0,6.627,0,8,2.229,0,31.413,0,7.788,4.858,16.608,0,3,9.706,0,5.429,9.031,1,24,80.675,0,0,0,7.989,2.543
2021-02-17,0,16.635,0,0,11.326,16.437,0.501,0,45.407,19.683,1.854,18.632,30.358,0,0,16.989,21.962,7.751,10.466,53.632,1.136,6.141,0.211,9.16,0,3,1.665,0,21.884,0,6.48,5.512,4.958,0,0,3.291,0,1.895,11.627,1,11,79.221,0,0,0,7.149,5.803
2021-02-18,1.696,32.862,3.711,0,12.694,20.782,2.581,0,37.284,41.406,1.614,16.562,18.17,0,25.094,16.832,30.75,4.302,9.081,62.327,0.533,2.9,0,3.359,0,7,1.358,0,31.676,0,4.855,6.085,5.271,1.021,4,4.666,0,0.343,25.251,1,4,62.014,0,0,0,7.46,4.224
2021-02-19,2.254,19.868,2.203,0,10.569,15.853,2.681,0,32.363,15.753,0,11.109,11.405,0,0,0.2,24.622,0,7.091,62.583,0.701,1.393,0,4.297,0,6,0.714,0,24.805,0,1.877,4.817,13.118,0,0,6.043,0,2.232,22.575,5,2,78.806,0,2.364,0,3.767,5.576
2021-02-20,2.145,27.657,2.132,0,14.047,20.23,3.107,0,22.696,16.121,0.949,11.185,15.966,2.205,0.234,9.956,29.141,0.586,3.662,42.79,1.158,3.237,0,7.035,0,7,0.401,0,15.257,0,2.258,3.056,6.551,0,0,2.619,0,0.994,10.304,4,5,84.219,12,1.966,1.661,5.651,7.82
2021-02-21,0,22.194,0,0,16.473,11.934,3.76,0,8.765,19.134,1.91,6.057,25.173,3.397,0,7.267,23.559,0,3.177,26.828,0.59,0.864,0,4.799,0,9,1.208,0,17.024,0,2.954,4.991,5.347,0,0,6.243,0,0.658,11.689,1,5,54.828,9,3.38,1.853,2.463,1.178
2021-02-22,0,15.893,0,0,13.028,7.59,1.428,0,22.473,31.975,0,5.726,11.662,2.139,0,6.523,17.647,0,1.674,29.742,0,1.004,0,3.859,0,9,0,0,6.416,0,2.58,3.415,6.382,0,2,8.226,0,0.622,13.166,3,6,44.965,5,1.193,0.476,3.177,0
