sku_code,sku_name,category_name,recent_sales_qty_kg,recent_sales_days,recent_revenue_yuan,reference_price_yuan_per_kg,latest_wholesale_price_yuan_per_kg,loss_rate,q2_category_cost_yuan_per_kg,recent_category_cost_yuan_per_kg,predicted_cost_yuan_per_kg,recent_qty,long_share,recent_share,eb_share,share_kappa,share_validation_days,big_m_kg,cluster_id,cluster_name,peak_month,q1_covered
102900005115250,西峡花菇(1),食用菌,32.369,7,776.8560000000001,24.000000000000004,15.6,0.10799999999999998,3.6508731710738345,3.6084623863412295,15.783349075310571,32.369,0.08616271757775905,0.10462909987749257,0.10448106991699849,2.5,12,80.44574570263283,3.0,春季型,3.0,1
102900005115762,苋菜,花叶类,62.461,7,238.2022,3.8136148956949136,2.21,0.1852,3.4094543887644395,3.384754270374676,2.2261273927975087,62.461000000000006,0.04574415370275994,0.07147156287474483,0.06931396530578912,80.0,12,157.00136587506435,0.0,初夏型,6.0,1
102900005115779,云南生菜,花叶类,11.682999999999998,4,107.4836,9.200000000000001,5.68,0.15250000000000002,3.4094543887644395,3.384754270374676,5.721449588728438,11.683,0.14859911169451004,0.013368378173030273,0.024709337534447883,80.0,12,128.87289452970134,2.0,常年型,10.0,1
102900005115786,竹叶菜,花叶类,93.07699999999998,7,350.438,3.765033252038635,2.15,0.13620000000000002,3.4094543887644395,3.384754270374676,2.16568954502925,93.077,0.06310704277748962,0.10650419714209866,0.10286474809650116,80.0,12,220.5327295185324,0.0,初夏型,6.0,1
102900005115823,上海青,花叶类,27.029000000000003,7,216.23200000000003,8.0,4.09,0.14429999999999996,3.4094543887644395,3.384754270374676,4.119846622869598,27.029,0.0698751422160858,0.030928177149605003,0.03419441653593024,80.0,12,78.86907609627941,2.0,常年型,10.0,1
102900005115908,菜心,花叶类,8.877,4,53.262,6.0,4.62,0.13699999999999996,3.4094543887644395,3.384754270374676,4.653714278155878,8.877,0.03635484230334358,0.010157587352733864,0.012354587960797343,80.0,12,28.297374514888176,2.0,常年型,10.0,1
102900005115946,木耳菜,花叶类,41.534000000000006,7,224.72820000000002,5.410704483074108,3.12,0.07609999999999999,3.4094543887644395,3.384754270374676,3.142768083949424,41.534,0.013056961543560595,0.04752565428730971,0.044634979708620404,80.0,12,89.66958040593434,0.0,初夏型,6.0,1
102900005115984,云南油麦菜,花叶类,5.098,3,36.705600000000004,7.200000000000001,2.66,0.12810000000000002,3.4094543887644395,3.384754270374676,2.6794112510594448,5.098,0.09486247698203983,0.005833432502448714,0.013299743962398823,80.0,12,107.44009268291738,2.0,常年型,10.0,1
102900005116257,紫茄子(2),茄类,76.32,7,457.91999999999996,6.0,3.43,0.06070000000000001,4.663033742130233,4.509587414953201,3.546711542273692,76.32,0.6599480159249722,0.5737698755779422,0.5737698755779423,0.0,12,152.4371559488343,2.0,常年型,10.0,1
102900005116509,青茄子(1),茄类,18.727,6,112.362,6.0,3.98,0.05009999999999999,4.663033742130233,4.509587414953201,4.1154262210639345,18.726999999999997,0.16867372180222237,0.1407886328609555,0.14078863286095553,0.0,12,31.36263101576838,2.0,常年型,10.0,1
102900005116714,西兰花,花菜类,87.904,7,1085.486,12.348539315617039,7.59,0.09260000000000002,8.667767329028976,8.03314472137003,8.18961394437693,87.904,0.8526596131702737,0.7771755947907734,0.788517450347506,20.0,12,131.19908455311915,2.0,常年型,10.0,1
102900005116899,净藕(1),水生根茎类,42.184,7,603.976,14.317655983311209,10.38,0.05540000000000001,11.63634599736587,12.524579870096487,9.643858133799998,42.184000000000005,0.9226629633916371,0.3614676697914346,0.40576020610500535,10.0,12,74.54375879633025,2.0,常年型,10.0,1
102900005118817,菠菜,花叶类,6.82,3,95.47999999999999,13.999999999999998,9.67,0.18510000000000001,3.4094543887644395,3.384754270374676,9.740566465317606,6.82,0.052237222228103265,0.007803846541133824,0.011530197015129298,80.0,12,65.22671671030112,2.0,常年型,10.0,1
102900005118824,高瓜(1),水生根茎类,21.031000000000002,7,278.7216,13.252893347914982,11.67,0.2925,11.63634599736587,12.524579870096487,10.842372294936991,21.031000000000002,0.03387113393330999,0.18021113605593733,0.1686611998179437,10.0,12,19.412731098291278,0.0,初夏型,6.0,1
102900005118831,娃娃菜,花叶类,73.0,7,477.4999999999999,6.541095890410958,4.4,0.024799999999999996,3.4094543887644395,3.384754270374676,4.432108836338932,73.0,0.0802509556265649,0.08353090872474621,0.08325583948696882,80.0,12,154.1299034510544,2.0,常年型,10.0,1
102900005119975,红薯尖,花叶类,31.546,7,166.9488,5.292233563684778,2.6,0.0842,3.4094543887644395,3.384754270374676,2.618973403291187,31.546,0.0414622712129438,0.03609679515932663,0.03654676421809141,80.0,12,75.75555024583109,0.0,初夏型,6.0,1
102900011000328,螺丝椒,辣椒类,47.897,7,545.5,11.38902227696933,8.97,0.1018,3.3617846267089377,3.4107778553186163,8.8411527753285,47.897000000000006,0.10936662021630769,0.08819462218482259,0.08894662492798781,20.0,12,172.34907882524902,2.0,常年型,10.0,1
102900011001691,菱角,水生根茎类,12.224000000000002,6,171.13600000000002,14.0,9.16,0.09609999999999998,11.63634599736587,12.524579870096487,8.510379624817725,12.224,0.0024009417450513216,0.10474541995852683,0.09666784594916035,10.0,12,9.044658483512396,0.0,初夏型,6.0,1
102900011006948,外地茼蒿,花叶类,6.538,3,81.8856,12.524564086876719,9.19,0.2616,3.4094543887644395,3.384754270374676,9.257063683171541,6.538,0.007831021329514357,0.007481165496471105,0.007510505726177603,80.0,12,18.06399858303389,0.0,初夏型,6.0,1
102900011007969,红莲藕带,水生根茎类,4.596,7,42.28320000000001,9.200000000000001,5.29,0.1663,11.63634599736587,12.524579870096487,4.914837141406743,4.596,0.003517958366738558,0.03938235848571575,0.03655174806764997,10.0,12,5.359117041499601,0.0,初夏型,6.0,1
102900011008164,奶白菜,花叶类,44.959,6,215.32600000000002,4.789385884917369,2.56,0.1568,3.4094543887644395,3.384754270374676,2.5786815047790146,44.959,0.04895822463916056,0.051444741443231023,0.05123621276567293,80.0,12,113.83300427710257,2.0,常年型,10.0,1
102900011013274,白玉菇(袋),食用菌,4.0,4,22.799999999999997,5.699999999999999,3.29,0.06570000000000001,3.6508731710738345,3.6084623863412295,3.3286678498571654,4.0,0.09339784201077712,0.012929543684079529,0.013574592553369983,2.5,12,119.45418273203053,2.0,常年型,10.0,1
102900011016701,芜湖青椒(1),辣椒类,99.63400000000001,7,518.0968000000001,5.200000000000001,3.63,0.056999999999999995,3.3617846267089377,3.4107778553186163,3.577857812089459,99.63400000000001,0.41539850301484715,0.1834599867791848,0.19169815117895045,20.0,12,369.79530657833243,2.0,常年型,10.0,1
102900011018132,野生粉藕,水生根茎类,2.439,3,63.414,26.0,16.06,0.12689999999999999,11.63634599736587,12.524579870096487,14.921036765783041,2.439,0.0011170166216872366,0.020899384757759078,0.019338054381279477,10.0,12,2.5,,,,0
102900011022764,长线茄,茄类,29.500999999999998,7,354.012,12.000000000000002,7.0,0.069,4.663033742130233,4.509587414953201,7.238186820966718,29.500999999999998,0.11042763475152657,0.22178701650189825,0.2217870165018983,0.0,12,42.719989538825196,0.0,初夏型,6.0,1
102900011023464,小青菜(1),花叶类,34.306,7,178.3912,5.2,2.7,0.10330000000000003,3.4094543887644395,3.384754270374676,2.7197031495716173,34.306,0.029636496440880206,0.039254950064536206,0.03844831026583811,80.0,12,80.75635019722242,,,,0
102900011030059,云南生菜(份),花叶类,226.0,7,1008.3,4.461504424778761,3.49,0.09430000000000001,3.4094543887644395,3.384754270374676,3.5154681451870164,226.0,0.1320712963201005,0.25860253933962524,0.24799115206347652,80.0,12,479.58670058411644,,,,0
102900011030097,云南油麦菜(份),花叶类,149.0,7,619.7000000000002,4.159060402684565,2.84,0.0943,3.4094543887644395,3.384754270374676,2.860724794364219,149.0,0.07863787109135756,0.17049459452037238,0.16279114323859725,80.0,12,323.645209689716,,,,0
102900011030110,菠菜(份),花叶类,49.0,5,270.0,5.510204081632653,4.07,0.09429999999999998,3.4094543887644395,3.384754270374676,4.099700673613512,49.0,0.05711327432468469,0.05606869215770636,0.056156294758068506,80.0,12,109.83770950522471,,,,0
102900011030929,鲜木耳(份),食用菌,4.0,1,9.7,2.425,1.3,0.0943,3.6508731710738345,3.6084623863412295,1.3152790896092141,4.0,0.02192353925062135,0.012929543684079529,0.013001641227972495,2.5,12,14.238672355012078,,,,0
102900011031100,小米椒(份),辣椒类,150.0,7,865.3999999999999,5.769333333333332,2.11,0.0943,3.3617846267089377,3.4107778553186163,2.0796914555120547,150.0,0.16737538914573058,0.27620087537264104,0.27233553096597596,20.0,12,631.3608053268858,,,,0
102900011031926,虫草花(份),食用菌,16.0,7,57.8,3.6125,2.6,0.0943,3.6508731710738345,3.6084623863412295,2.6305581792184283,16.0,0.0342221100497504,0.051718174736318116,0.051577923022565184,2.5,12,38.48744776648522,,,,0
102900011032022,小皱皮(份),辣椒类,79.0,7,204.29999999999998,2.586075949367088,2.1,0.0943,3.3617846267089377,3.4107778553186163,2.069835097902993,79.0,0.07606481935711948,0.14546579436292428,0.14300075901268977,20.0,12,272.18795921859,,,,0
102900011032237,青线椒(份),辣椒类,2.0,2,8.6,4.3,2.54,0.0943,3.3617846267089377,3.4107778553186163,2.5035148327017156,2.0,0.0385242080795756,0.0036826783383018804,0.004920205656344646,20.0,12,19.587478213146454,,,,0
102900011032251,螺丝椒(份),辣椒类,79.0,7,388.9000000000001,4.922784810126584,4.29,0.0943,3.3617846267089377,3.4107778553186163,4.228377414287543,79.0,0.1213922386507478,0.14546579436292428,0.14461073194007804,20.0,12,270.82754495821115,,,,0
102900011032343,七彩椒(2),辣椒类,7.3020000000000005,6,139.6321,19.122445905231444,12.13,0.09429999999999998,3.3617846267089377,3.4107778553186163,11.955761779792052,7.3020000000000005,0.004839050366795542,0.013445458613140166,0.013139769816058931,20.0,12,26.62400120487823,,,,0
102900011032732,高瓜(2),水生根茎类,5.996,5,93.72959999999999,15.63202134756504,13.69,0.09429999999999998,11.63634599736587,12.524579870096487,12.719115399973216,5.996,0.01162801776216985,0.05137872530033761,0.04824138669967088,10.0,12,4.360057881966331,,,,0
102900011032848,姜蒜小米椒组合装(小份),辣椒类,49.0,7,231.40000000000003,4.722448979591838,2.33,0.0943,3.3617846267089377,3.4107778553186163,2.2965313229114166,49.0,0.03147509766501496,0.09022561928839606,0.0881388746477878,20.0,12,182.37598592754856,,,,0
102900011033982,紫茄子(1),茄类,1.024,2,9.216000000000001,9.0,4.34,0.0943,4.663033742130233,4.509587414953201,4.487675828999365,1.024,0.011269143130240905,0.007698379881968198,0.0076983798819682,0.0,12,18.039622544798608,,,,0
102900011034026,枝江青梗散花,花菜类,25.203,4,324.1545,12.861742649684562,8.39,0.0943,8.667767329028976,8.03314472137003,9.052814360121534,25.203,0.1473403868297263,0.22282440520922667,0.21148254965249405,20.0,12,20.67446612449535,,,,0
102900011034330,双孢菇(盒),食用菌,70.0,7,352.09999999999997,5.029999999999999,3.41,0.002,3.6508731710738345,3.6084623863412295,3.4500782273595543,70.0,0.14615692833747565,0.22626701447139175,0.22562483709776762,2.5,12,154.42566586236467,,,,0
102900011034439,青红杭椒组合装(份),辣椒类,15.0,7,82.39999999999999,5.493333333333333,3.32,0.0943,3.3617846267089377,3.4107778553186163,3.2723107262085414,15.0,0.02278665924706812,0.027620087537264103,0.02744841024314597,20.0,12,56.0137085663673,,,,0
102900011035078,红椒(2),辣椒类,14.25,7,267.92,18.80140350877193,12.72,0.0943,3.3617846267089377,3.4107778553186163,12.537286878726702,14.25,0.012777414256793025,0.026239083160400897,0.02576094161098073,20.0,12,51.332998677084134,,,,0
102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,8.0,4,36.0,4.5,3.12,0.0084,3.6508731710738345,3.6084623863412295,3.1566698150621137,8.0,0.010516169234037882,0.025859087368159058,0.025736095678265864,2.5,12,17.622742442123023,,,,0
102900011036686,木耳菜(份),花叶类,3.0,3,10.1,3.3666666666666667,1.53,0.0943,3.4094543887644395,3.384754270374676,1.541165118090583,3.0,0.0002016355669009168,0.003432777070879981,0.0031618013574945627,80.0,12,6.740837585936456,,,,0
102900051000463,圆茄子(2),茄类,7.443,6,44.4044,5.965927717318286,3.2,0.06709999999999999,4.663033742130233,4.509587414953201,3.3088854038705002,7.443,0.04968148439103792,0.05595609517723564,0.055956095177235654,0.0,12,18.241542783683837,4.0,夏秋型,9.0,1
102900051000944,洪湖藕带,水生根茎类,28.232,7,593.359,21.017249929158403,18.0,0.24050000000000002,11.63634599736587,12.524579870096487,16.72345341121387,28.232,0.024801968179405817,0.24191530565028874,0.22477955897929047,10.0,12,22.128752810951905,0.0,初夏型,6.0,1
106949711300259,金针菇(盒),食用菌,113.0,7,212.4,1.879646017699115,1.45,0.0045000000000000005,3.6508731710738345,3.6084623863412295,1.4670420614872004,113.0,0.5659124969164453,0.3652596090752467,0.36686808000247256,2.5,12,242.1653965500861,,,,0
106971533450003,海鲜菇(包),食用菌,62.0,7,170.4,2.7483870967741937,1.95,0.0,3.6508731710738345,3.6084623863412295,1.9729186344138214,62.0,0.0417081966231333,0.20040792710323269,0.1991357605005879,2.5,12,135.05606095687065,,,,0
