sku_code,sku_name,category_name,loss_rate,selected,price_yuan_per_kg,order_qty_kg,recent_sales_qty_kg,recent_sales_days,recent_revenue_yuan,reference_price_yuan_per_kg,latest_wholesale_price_yuan_per_kg,q2_category_cost_yuan_per_kg,recent_category_cost_yuan_per_kg,predicted_cost_yuan_per_kg,recent_qty,long_share,recent_share,eb_share,share_kappa,share_validation_days,big_m_kg,date,markup_rate,expected_demand_kg,expected_sales_kg,expected_unsold_or_loss_kg,stockout_probability,expected_profit_yuan,lower10pct_profit_yuan
102900005116899,净藕(1),水生根茎类,0.05540000000000001,1,12.7,18.35430861706933,42.184,7,603.976,14.317655983311209,10.38,11.63634599736587,12.524579870096487,9.643858133799998,42.184000000000005,0.9226629633916371,0.3614676697914346,0.40576020610500535,10.0,12,74.54375879633025,2023-07-01,0.3169003342644341,13.38205441723242,10.97295696339175,7.381351653677578,0.21,-38.77465225503763,-143.04865410347298
102900051000944,洪湖藕带,水生根茎类,0.24050000000000002,1,21.8,2.5,28.232,7,593.359,21.017249929158403,18.0,11.63634599736587,12.524579870096487,16.72345341121387,28.232,0.024801968179405817,0.24191530565028874,0.22477955897929047,10.0,12,22.128752810951905,2023-07-01,0.30355850935561324,2.3053983259136004,1.4786169321355658,1.0213830678644342,0.395,-9.840473998057865,-32.661312306071515
102900005118824,高瓜(1),水生根茎类,0.2925,1,14.1,2.5,21.031000000000002,7,278.7216,13.252893347914982,11.67,11.63634599736587,12.524579870096487,10.842372294936991,21.031000000000002,0.03387113393330999,0.18021113605593733,0.1686611998179437,10.0,12,19.412731098291278,2023-07-01,0.3004534078380805,1.9660752034050772,1.2888594104112543,1.2111405895887457,0.36333333333333334,-9.105268468435536,-23.209210727384082
102900011001691,菱角,水生根茎类,0.09609999999999998,1,11.1,2.5,12.224000000000002,6,171.13600000000002,14.0,9.16,11.63634599736587,12.524579870096487,8.510379624817725,12.224,0.0024009417450513216,0.10474541995852683,0.09666784594916035,10.0,12,9.044658483512396,2023-07-01,0.3042896426888524,1.3362535700966272,1.1651434564577938,1.3348565435422062,0.11166666666666666,-8.478063175901653,-18.84617411149645
102900011030059,云南生菜(份),花叶类,0.09430000000000001,1,7.0,27.238353163954088,226.0,7,1008.3,4.461504424778761,3.49,3.4094543887644395,3.384754270374676,3.5154681451870164,226.0,0.1320712963201005,0.25860253933962524,0.24799115206347652,80.0,12,479.58670058411644,2023-07-01,0.9911999514441947,33.05033301780277,19.957481448171567,7.280871715782521,0.36833333333333335,42.24530085841835,-27.30279739774071
102900011030097,云南油麦菜(份),花叶类,0.0943,1,5.7,18.794735629154506,149.0,7,619.7000000000002,4.159060402684565,2.84,3.4094543887644395,3.384754270374676,2.860724794364219,149.0,0.07863787109135756,0.17049459452037238,0.16279114323859725,80.0,12,323.645209689716,2023-07-01,0.9925020439677752,20.861312500453337,13.657034064689318,5.137701564465187,0.375,23.1231353452822,-16.303746054881643
102900005115786,竹叶菜,花叶类,0.13620000000000002,1,4.2,11.082344838229716,93.07699999999998,7,350.438,3.765033252038635,2.15,3.4094543887644395,3.384754270374676,2.16568954502925,93.077,0.06310704277748962,0.10650419714209866,0.10286474809650116,80.0,12,220.5327295185324,2023-07-01,0.9393361387554162,15.420565343778804,8.637612407909634,2.444732430320082,0.5783333333333334,11.850574976064951,-4.3048800863729575
102900005115779,云南生菜,花叶类,0.15250000000000002,1,10.6,11.22704158258886,11.682999999999998,4,107.4836,9.200000000000001,5.68,3.4094543887644395,3.384754270374676,5.721449588728438,11.683,0.14859911169451004,0.013368378173030273,0.024709337534447883,80.0,12,128.87289452970134,2023-07-01,0.8526773391279312,18.0774680316525,7.318044946907844,3.9089966356810164,0.6733333333333333,12.194915810096681,-57.47794547932434
102900005118831,娃娃菜,花叶类,0.024799999999999996,1,7.8,8.064751405984119,73.0,7,477.4999999999999,6.541095890410958,4.4,3.4094543887644395,3.384754270374676,4.432108836338932,73.0,0.0802509556265649,0.08353090872474621,0.08325583948696882,80.0,12,154.1299034510544,2023-07-01,0.7598845804614891,14.88873286491186,7.151650980774023,0.9131004252100956,0.6633333333333333,19.403879470750997,-4.45026709658633
102900005115762,苋菜,花叶类,0.1852,1,4.1,8.39318290467419,62.461,7,238.2022,3.8136148956949136,2.21,3.4094543887644395,3.384754270374676,2.2261273927975087,62.461000000000006,0.04574415370275994,0.07147156287474483,0.06931396530578912,80.0,12,157.00136587506435,2023-07-01,0.8417634198587578,10.820988377671943,6.12257421204818,2.270608692626009,0.57,6.086253630207513,-5.4200705307446295
102900005115823,上海青,花叶类,0.14429999999999996,1,8.1,7.315550784054515,27.029000000000003,7,216.23200000000003,8.0,4.09,3.4094543887644395,3.384754270374676,4.119846622869598,27.029,0.0698751422160858,0.030928177149605003,0.03419441653593024,80.0,12,78.86907609627941,2023-07-01,0.9660926101074376,10.215262693356756,5.403849428113547,1.9117013559409672,0.6083333333333333,13.09668610028031,-14.369962581553647
102900011030110,菠菜(份),花叶类,0.09429999999999998,1,8.2,8.13855253930232,49.0,5,270.0,5.510204081632653,4.07,3.4094543887644395,3.384754270374676,4.099700673613512,49.0,0.05711327432468469,0.05606869215770636,0.056156294758068506,80.0,12,109.83770950522471,2023-07-01,1.000146023532115,9.46645308309711,5.259346900646217,2.879205638656104,0.3433333333333333,9.168132397881012,-15.765778993792276
102900011008164,奶白菜,花叶类,0.1568,1,5.1,6.3222966364547775,44.959,6,215.32600000000002,4.789385884917369,2.56,3.4094543887644395,3.384754270374676,2.5786815047790146,44.959,0.04895822463916056,0.051444741443231023,0.05123621276567293,80.0,12,113.83300427710257,2023-07-01,0.9777549071291975,10.205928187066615,4.848417485113784,1.4738791513409932,0.6933333333333334,8.134044003577735,-3.6993047660961813
102900011023464,小青菜(1),花叶类,0.10330000000000003,1,5.4,5.218010226239109,34.306,7,178.3912,5.2,2.7,3.4094543887644395,3.384754270374676,2.7197031495716173,34.306,0.029636496440880206,0.039254950064536206,0.03844831026583811,80.0,12,80.75635019722242,2023-07-01,0.9855108087257827,6.838838992521747,3.741516970582317,1.4764932556567918,0.455,5.760581292780727,-5.497316827203412
102900005115946,木耳菜,花叶类,0.07609999999999999,1,6.2,4.307883021552273,41.534000000000006,7,224.72820000000002,5.410704483074108,3.12,3.4094543887644395,3.384754270374676,3.142768083949424,41.534,0.013056961543560595,0.04752565428730971,0.044634979708620404,80.0,12,89.66958040593434,2023-07-01,0.972783175336515,5.256498283388303,3.5018845620558756,0.8059984594963976,0.48,7.9324346100505805,-1.7889726252256564
102900005116714,西兰花,花菜类,0.09260000000000002,1,10.9,20.50382713997314,87.904,7,1085.486,12.348539315617039,7.59,8.667767329028976,8.03314472137003,8.18961394437693,87.904,0.8526596131702737,0.7771755947907734,0.788517450347506,20.0,12,131.19908455311915,2023-07-01,0.3309540686571737,15.696979389504483,12.962952204329111,7.5408749356440286,0.24,-27.093890377808002,-129.0524130001972
102900011034026,枝江青梗散花,花菜类,0.0943,1,12.0,3.1721175232883545,25.203,4,324.1545,12.861742649684562,8.39,8.667767329028976,8.03314472137003,9.052814360121534,25.203,0.1473403868297263,0.22282440520922667,0.21148254965249405,20.0,12,20.67446612449535,2023-07-01,0.3255546311499642,2.9726472419714796,1.9722272436542827,1.1998902796340718,0.3,-5.130521844163249,-22.940812339420013
102900005116257,紫茄子(2),茄类,0.06070000000000001,1,5.4,28.290953865478453,76.32,7,457.91999999999996,6.0,3.43,4.663033742130233,4.509587414953201,3.546711542273692,76.32,0.6599480159249722,0.5737698755779422,0.5737698755779423,0.0,12,152.4371559488343,2023-07-01,0.5225371264724337,21.00096466190496,17.397675552771943,10.89327831270651,0.21166666666666667,-8.615059003617704,-83.9786511684932
102900011022764,长线茄,茄类,0.069,1,13.9,8.303745041090528,29.500999999999998,7,354.012,12.000000000000002,7.0,4.663033742130233,4.509587414953201,7.238186820966718,29.500999999999998,0.11042763475152657,0.22178701650189825,0.2217870165018983,0.0,12,42.719989538825196,2023-07-01,0.920370438593286,5.476239077039736,4.392445400420471,3.911299640670056,0.16666666666666666,-0.3804475940756939,-50.793876824081345
102900005116509,青茄子(1),茄类,0.05009999999999999,1,7.6,6.057249932755577,18.727,6,112.362,6.0,3.98,4.663033742130233,4.509587414953201,4.1154262210639345,18.726999999999997,0.16867372180222237,0.1407886328609555,0.14078863286095553,0.0,12,31.36263101576838,2023-07-01,0.8467103021069884,4.579968120260223,3.5813649755688677,2.4758849571867096,0.20833333333333334,1.738018293090763,-19.807266783275455
102900051000463,圆茄子(2),茄类,0.06709999999999999,1,4.7,2.622527283048527,7.443,6,44.4044,5.965927717318286,3.2,4.663033742130233,4.509587414953201,3.3088854038705002,7.443,0.04968148439103792,0.05595609517723564,0.055956095177235654,0.0,12,18.241542783683837,2023-07-01,0.4204178828623899,1.9321304414216736,1.3661810217729147,1.2563462612756124,0.20166666666666666,-2.4488121734374073,-8.282803766993002
102900011016701,芜湖青椒(1),辣椒类,0.056999999999999995,1,6.7,30.754662532907727,99.63400000000001,7,518.0968000000001,5.200000000000001,3.63,3.3617846267089377,3.4107778553186163,3.577857812089459,99.63400000000001,0.41539850301484715,0.1834599867791848,0.19169815117895045,20.0,12,369.79530657833243,2023-07-01,0.8726289170466555,39.86369783840748,21.81987059932711,8.934791933580616,0.43666666666666665,32.477457876992275,-88.8150757022201
102900011031100,小米椒(份),辣椒类,0.0943,1,4.8,25.432359688760535,150.0,7,865.3999999999999,5.769333333333332,2.11,3.3617846267089377,3.4107778553186163,2.0796914555120547,150.0,0.16737538914573058,0.27620087537264104,0.27233553096597596,20.0,12,631.3608053268858,2023-07-01,1.3080346785471404,26.760553565849865,17.080288217022897,8.352071471737638,0.28,27.32510299141925,-23.43934344143103
102900011032251,螺丝椒(份),辣椒类,0.0943,1,9.8,10.799862728682598,79.0,7,388.9000000000001,4.922784810126584,4.29,3.3617846267089377,3.4107778553186163,4.228377414287543,79.0,0.1213922386507478,0.14546579436292428,0.14461073194007804,20.0,12,270.82754495821115,2023-07-01,1.3176739065169856,11.7551722795508,7.073252096265048,3.7266106324175503,0.295,22.124796104816838,-21.409597248004825
102900011032022,小皱皮(份),辣椒类,0.0943,1,4.8,9.59406465873355,79.0,7,204.29999999999998,2.586075949367088,2.1,3.3617846267089377,3.4107778553186163,2.069835097902993,79.0,0.07606481935711948,0.14546579436292428,0.14300075901268977,20.0,12,272.18795921859,2023-07-01,1.319025319873555,10.75952200852092,6.738573650017212,2.8554910087163385,0.31,11.822917454343031,-6.656872307175108
102900011000328,螺丝椒,辣椒类,0.1018,1,14.5,8.398238784707036,47.897,7,545.5,11.38902227696933,8.97,3.3617846267089377,3.4107778553186163,8.8411527753285,47.897000000000006,0.10936662021630769,0.08819462218482259,0.08894662492798781,20.0,12,172.34907882524902,2023-07-01,0.6400576224022148,24.47432585202452,6.474729316915126,1.9235094677919102,0.6283333333333333,17.150358321537443,-46.16230546052578
102900011032848,姜蒜小米椒组合装(小份),辣椒类,0.0943,1,5.3,5.957862476973295,49.0,7,231.40000000000003,4.722448979591838,2.33,3.3617846267089377,3.4107778553186163,2.2965313229114166,49.0,0.03147509766501496,0.09022561928839606,0.0881388746477878,20.0,12,182.37598592754856,2023-07-01,1.3078283092089293,6.819701934225509,4.359921955908838,1.5979405210644568,0.32166666666666666,8.967595186811462,-3.48746278192259
