risk_weight,date,category_name,elasticity_used,forecast_wholesale_cost_yuan_per_kg,loss_rate,markup_rate,price_yuan_per_kg,replenishment_kg,expected_demand_kg,expected_sales_kg,expected_unsold_or_loss_kg,expected_profit_yuan,expected_goodwill_cost_yuan,expected_service_adjusted_profit_yuan,worst10pct_weekly_operating_profit_contribution_yuan,worst10pct_weekly_service_adjusted_profit_contribution_yuan,stockout_probability
0.25,2023-07-01,水生根茎类,-1.687549059686957,11.63634599736587,0.16044405867807918,0.6424801884337644,19.112467766433976,12.849053457408855,17.632255458861415,9.739078537654049,3.1099749197548068,35.67163376474459,4.963237410116797,30.70839635462779,14.596514282840124,4.21416665130824,0.72
0.25,2023-07-01,花叶类,-0.1807702186619803,3.4094543887644395,0.10515846815059535,0.887531492212272,6.435452530054222,156.6422095186612,195.46501571281442,131.95547170249895,24.686737816162236,305.63877003445,19.77474006539345,285.86402996905656,132.95617595313266,65.7128632340673,0.6416666666666667
0.25,2023-07-01,花菜类,-0.8612302190777861,8.667767329028976,0.09393519558730581,0.7462753296468623,15.136308249802378,13.692238803818018,16.897951301077633,11.001674457883066,2.690564345934952,47.51025014009272,3.6104763470433068,43.89977379304941,37.958572429564775,29.833620078124092,0.615
0.25,2023-07-01,茄类,-0.2457577872302637,4.663033742130233,0.0626943690165927,0.8645896391505193,8.694644402585308,27.86416716592196,33.50467925282706,22.62953612247009,5.23463104345187,63.946070035857105,4.443822365161208,59.502247670695894,51.44288924784333,40.82804596699952,0.555
0.25,2023-07-01,辣椒类,-0.2457577872302637,3.3617846267089377,0.08801268510673867,1.0106834961741382,6.7594848666155976,101.00936382206613,135.21603226369223,82.94212746907765,18.067236352988488,209.7182232008333,20.07777624766374,189.64044695316957,146.5500042172885,57.02869937404147,0.535
0.25,2023-07-01,食用菌,-0.24565066617339673,3.6508731710738345,0.01728908722298333,0.6917596086649543,6.176399767181251,50.205631512771916,71.08570541070873,44.55542528356006,5.650206229211854,88.05903937515362,7.262726658003055,80.79631271715056,67.055161975351,38.81466705754236,0.59
0.25,2023-07-02,水生根茎类,-1.687549059686957,12.692861977159017,0.16044405867807918,0.654742902696175,21.00342327160602,9.411455351020646,13.811556751574104,7.2594469374565245,2.152008413564121,30.6049112262226,4.397629361823158,26.20728186439944,12.853769636491998,5.491501141370274,0.7416666666666667
0.25,2023-07-02,花叶类,-0.1807702186619803,3.429704837934961,0.10515846815059535,1.003823205106694,6.872522140920768,121.94448470943412,141.42566137013412,100.2808182980249,21.663666411409224,267.87500537011425,14.260608858516092,253.61439651159813,109.86494317205204,34.40970827522328,0.58
0.25,2023-07-02,花菜类,-0.8612302190777861,8.10130307136302,0.09393519558730581,0.8899822467353552,15.311318980298713,13.595136047509875,15.486048497239882,10.757232414446076,2.8379036330637994,54.32214587169903,3.2331489303670886,51.088996941331935,33.16666458260782,25.985976258223214,0.5716666666666667
0.25,2023-07-02,茄类,-0.2457577872302637,4.278742953266549,0.0626943690165927,0.9224352693180623,8.225606361705738,23.326672560592996,27.38340795921098,18.848256839193493,4.478415721399504,53.05040006552111,3.4939951025054174,49.55640496301569,33.88019546134554,27.951505503941615,0.5633333333333334
0.25,2023-07-02,辣椒类,-0.2457577872302637,3.152778471257758,0.08801268510673867,1.2771813202289664,7.1794482415682035,76.67279195606811,91.50144689112133,61.7893529692129,14.88343898685521,193.6477701658141,12.974510358855396,180.67325980695873,126.32047037299581,41.960697689669786,0.5066666666666667
0.25,2023-07-02,食用菌,-0.24565066617339673,3.6865181529574436,0.01728908722298333,0.7089958005646229,6.300244042109521,36.086105388531415,47.72206958977034,32.044781516996906,4.041323871534509,67.32113871407583,4.080330164489921,63.2408085495859,31.61858764910973,14.66567923441362,0.635
0.25,2023-07-03,水生根茎类,-1.687549059686957,12.488228300394278,0.16044405867807918,0.6547429034661217,20.664807156942217,7.525671865492753,11.003566101094304,5.768133834431893,1.75753803106086,23.264406972365887,3.4352476163254946,19.829159356040392,2.1659974778796127,-2.910948506723734,0.7566666666666667
0.25,2023-07-03,花叶类,-0.1807702186619803,3.4625909814770783,0.10515846815059535,1.0038232098447715,6.938420174882957,91.34098669976184,108.83406740818367,75.09886655374731,16.24212014601453,204.72377576329285,11.19967081480647,193.52410494848638,70.92838486805127,7.846327946110323,0.5666666666666667
0.25,2023-07-03,花菜类,-0.8612302190777861,7.888184121457934,0.09393519558730581,0.8148544556587856,14.315906099884815,10.822456200701147,13.00733664314028,8.720349844984481,2.102106355716666,39.57749398340731,2.5984301580506854,36.97906382535662,19.019678143290438,14.065935352099727,0.6116666666666667
0.25,2023-07-03,茄类,-0.2457577872302637,4.085629553561803,0.0626943690165927,0.922435270330519,7.854358355271941,19.318844871627636,23.215625716193564,15.72266175316751,3.596183118460127,43.30008650543468,2.854541140720199,40.44554536471448,23.734817860857675,18.82259823076158,0.5766666666666667
0.25,2023-07-03,辣椒类,-0.2457577872302637,3.2253365683251523,0.08801268510673867,1.3257718243666297,7.501396914709994,75.74729509804892,87.96207194663657,61.14021601735073,14.607079080698192,209.62000018557265,12.908009929279931,196.71199025629272,99.95789769009566,16.238441947084418,0.515
0.25,2023-07-03,食用菌,-0.24565066617339673,3.4710321234237886,0.01728908722298333,0.7089958006733152,5.931979322933436,37.19980091401391,49.642297592632,33.288137518683904,3.9116633953300095,64.97463648472146,4.082568050650436,60.89206843407103,40.87444986447729,23.595890620626783,0.63
